key,sampling_time,Temperature
923,6/6/2019 10:00,1597
924,6/6/2019 10:13,1579
924,6/6/2019 10:24,1595
924,6/6/2019 10:40,1600
924,6/6/2019 10:49,1591
924,6/6/2019 10:52,1598
924,6/6/2019 11:03,1597
924,6/6/2019 11:08,1607
925,6/6/2019 11:25,1573
925,6/6/2019 11:37,1577
925,6/6/2019 11:45,1577
925,6/6/2019 11:46,1598
925,6/6/2019 11:56,1587
925,6/6/2019 12:01,1596
926,6/6/2019 12:08,1586
926,6/6/2019 12:24,1594
926,6/6/2019 12:32,1595
927,6/6/2019 12:45,1570
927,6/6/2019 12:51,1581
927,6/6/2019 12:56,1598
927,6/6/2019 13:01,1603
928,6/6/2019 17:00,1588
928,6/6/2019 17:13,1611
928,6/6/2019 17:21,1613
928,6/6/2019 17:29,1579
928,6/6/2019 17:31,1593
928,6/6/2019 17:36,1609
929,6/6/2019 18:27,1603
929,6/6/2019 18:28,1658
929,6/6/2019 18:36,1658
929,6/6/2019 18:37,1670
929,6/6/2019 18:42,1679
930,6/6/2019 19:01,1642
930,6/6/2019 19:09,1641
930,6/6/2019 19:16,1662
931,6/6/2019 19:53,1679
931,6/6/2019 19:53,1656
931,6/6/2019 19:59,1646
931,6/6/2019 20:03,1649
931,6/6/2019 20:03,1646
931,6/6/2019 20:07,1660
931,6/6/2019 20:07,1655
932,6/6/2019 20:27,1648
932,6/6/2019 20:35,1652
932,6/6/2019 20:38,1652
933,6/6/2019 21:09,1644
933,6/6/2019 21:14,1646
933,6/6/2019 21:15,1646
933,6/6/2019 21:19,1658
934,6/6/2019 21:43,1649
934,6/6/2019 21:45,1637
934,6/6/2019 21:49,1647
935,6/7/2019 0:11,1568
935,6/7/2019 0:33,1577
935,6/7/2019 0:41,1576
935,6/7/2019 0:42,1576
935,6/7/2019 0:43,1576
935,6/7/2019 0:45,1576
935,6/7/2019 0:46,1573
935,6/7/2019 0:53,1574
935,6/7/2019 0:54,1572
935,6/7/2019 1:02,1591
935,6/7/2019 1:14,1584
935,6/7/2019 1:17,1590
936,6/7/2019 1:33,1581
936,6/7/2019 1:44,1593
936,6/7/2019 1:51,1593
936,6/7/2019 1:52,1595
936,6/7/2019 1:55,1595
937,6/7/2019 2:08,1605
937,6/7/2019 2:23,1593
937,6/7/2019 2:45,1588
937,6/7/2019 2:50,1592
938,6/7/2019 3:04,1605
938,6/7/2019 3:23,1583
938,6/7/2019 3:41,1591
938,6/7/2019 3:46,1595
939,6/7/2019 4:32,1639
939,6/7/2019 4:34,1611
939,6/7/2019 4:42,1596
939,6/7/2019 4:51,1612
939,6/7/2019 4:54,1594
939,6/7/2019 4:58,1614
940,6/7/2019 5:20,1612
940,6/7/2019 5:20,1615
940,6/7/2019 5:27,1609
940,6/7/2019 5:39,1598
940,6/7/2019 5:44,1595
941,6/7/2019 6:40,1614
941,6/7/2019 6:55,1608
941,6/7/2019 7:03,1608
941,6/7/2019 7:03,1608
941,6/7/2019 7:04,1606
941,6/7/2019 7:07,1603
942,6/7/2019 7:32,1586
942,6/7/2019 7:44,1585
942,6/7/2019 7:50,1582
943,6/7/2019 7:57,1609
943,6/7/2019 8:04,1603
943,6/7/2019 8:14,1592
943,6/7/2019 8:19,1589
944,6/7/2019 8:54,1587
944,6/7/2019 9:08,1606
944,6/7/2019 9:37,1608
944,6/7/2019 9:50,1606
944,6/7/2019 9:57,1604
945,6/7/2019 9:24,1592
945,6/7/2019 10:02,1579
945,6/7/2019 10:20,1582
945,6/7/2019 10:21,1582
945,6/7/2019 10:25,1584
946,6/7/2019 10:41,1575
946,6/7/2019 10:50,1589
946,6/7/2019 10:54,1587
947,6/7/2019 11:29,1580
947,6/7/2019 11:44,1584
947,6/7/2019 11:51,1597
947,6/7/2019 11:54,1592
948,6/7/2019 12:30,1562
948,6/7/2019 12:32,1556
948,6/7/2019 12:42,1571
948,6/7/2019 13:01,1570
948,6/7/2019 13:09,1583
949,6/7/2019 12:04,1580
949,6/7/2019 12:21,1570
949,6/7/2019 12:35,1600
950,6/7/2019 13:26,1578
950,6/7/2019 13:37,1583
950,6/7/2019 13:43,1585
950,6/7/2019 13:45,1584
951,6/7/2019 14:01,1568
951,6/7/2019 14:17,1586
952,6/7/2019 14:31,1572
952,6/7/2019 14:45,1612
952,6/7/2019 14:49,1604
952,6/7/2019 14:53,1609
953,6/7/2019 15:13,1537
953,6/7/2019 15:23,1537
953,6/7/2019 15:24,1573
953,6/7/2019 15:32,1574
953,6/7/2019 15:36,1578
954,6/7/2019 16:12,1569
954,6/7/2019 16:20,1569
954,6/7/2019 16:21,1575
954,6/7/2019 16:23,1585
955,6/7/2019 15:48,1609
955,6/7/2019 15:49,1620
955,6/7/2019 16:02,1608
955,6/7/2019 16:32,1585
955,6/7/2019 16:32,1585
955,6/7/2019 16:41,1598
956,6/7/2019 16:56,1574
956,6/7/2019 17:14,1583
956,6/7/2019 17:26,1581
956,6/7/2019 17:33,1584
956,6/7/2019 17:37,1587
957,6/7/2019 17:45,1557
957,6/7/2019 18:08,1573
957,6/7/2019 18:15,1591
957,6/7/2019 18:16,1596
957,6/7/2019 18:16,1587
958,6/7/2019 18:31,1591
958,6/7/2019 18:46,1586
959,6/7/2019 19:04,1586
959,6/7/2019 19:05,1610
959,6/7/2019 19:09,1610
959,6/7/2019 19:11,1614
959,6/7/2019 20:18,1580
959,6/7/2019 20:30,1630
959,6/7/2019 20:34,1630
959,6/7/2019 20:34,1622
959,6/7/2019 21:00,1614
959,6/7/2019 21:03,1616
959,6/7/2019 21:12,1617
960,6/7/2019 19:37,1630
960,6/7/2019 19:53,1592
960,6/7/2019 20:01,1589
960,6/7/2019 20:11,1576
960,6/7/2019 20:14,1578
961,6/7/2019 20:22,1573
961,6/7/2019 20:34,1572
961,6/7/2019 20:39,1584
961,6/7/2019 20:42,1584
962,6/7/2019 20:52,1558
962,6/7/2019 21:08,1572
962,6/7/2019 21:14,1577
962,6/7/2019 21:18,1591
962,6/7/2019 21:20,1589
963,6/7/2019 21:26,1565
963,6/7/2019 21:40,1574
963,6/7/2019 21:47,1584
964,6/7/2019 22:09,1571
964,6/7/2019 22:18,1577
964,6/7/2019 22:24,1588
964,6/7/2019 22:27,1588
965,6/7/2019 22:36,1561
965,6/7/2019 22:53,1563
965,6/7/2019 23:00,1582
965,6/7/2019 23:05,1587
966,6/7/2019 23:15,1581
966,6/7/2019 23:26,1585
966,6/7/2019 23:37,1578
966,6/7/2019 23:41,1587
967,6/7/2019 23:48,1568
967,6/8/2019 0:05,1575
967,6/8/2019 0:11,1591
967,6/8/2019 0:14,1585
968,6/8/2019 0:24,1561
968,6/8/2019 0:35,1576
968,6/8/2019 0:40,1597
968,6/8/2019 0:41,1592
968,6/8/2019 0:44,1597
969,6/8/2019 0:53,1568
969,6/8/2019 1:02,1570
969,6/8/2019 1:13,1575
969,6/8/2019 1:17,1581
970,6/8/2019 1:37,1574
970,6/8/2019 1:47,1578
970,6/8/2019 1:52,1576
970,6/8/2019 1:53,1579
970,6/8/2019 1:55,1579
971,6/8/2019 2:18,1603
971,6/8/2019 2:40,1579
971,6/8/2019 2:51,1584
971,6/8/2019 2:53,1584
972,6/8/2019 3:06,1598
972,6/8/2019 3:25,1586
972,6/8/2019 3:39,1568
972,6/8/2019 3:43,1573
973,6/8/2019 3:57,1556
973,6/8/2019 4:09,1574
973,6/8/2019 4:13,1579
973,6/8/2019 4:14,1581
973,6/8/2019 4:16,1579
974,6/8/2019 4:23,1566
974,6/8/2019 4:32,1567
974,6/8/2019 4:38,1570
974,6/8/2019 4:41,1574
975,6/8/2019 4:58,1550
975,6/8/2019 5:13,1555
975,6/8/2019 5:21,1569
975,6/8/2019 5:25,1577
976,6/8/2019 5:34,1578
976,6/8/2019 5:46,1575
976,6/8/2019 5:56,1569
976,6/8/2019 6:00,1574
977,6/8/2019 6:16,1604
977,6/8/2019 6:20,1598
978,6/8/2019 7:12,1589
978,6/8/2019 7:26,1573
978,6/8/2019 7:31,1579
979,6/8/2019 7:41,1597
979,6/8/2019 7:50,1596
979,6/8/2019 7:56,1587
979,6/8/2019 8:09,1577
980,6/8/2019 8:28,1577
980,6/8/2019 8:28,1577
980,6/8/2019 8:28,1598
980,6/8/2019 8:39,1595
980,6/8/2019 8:45,1587
980,6/8/2019 8:50,1576
980,6/8/2019 8:55,1572
981,6/8/2019 9:40,1619
981,6/8/2019 9:50,1607
981,6/8/2019 10:01,1611
982,6/8/2019 10:12,1585
982,6/8/2019 10:22,1589
983,6/8/2019 10:43,1606
983,6/8/2019 10:52,1593
983,6/8/2019 10:58,1595
983,6/8/2019 11:04,1593
984,6/8/2019 11:27,1602
984,6/8/2019 11:47,1596
984,6/8/2019 11:59,1592
984,6/8/2019 12:05,1593
985,6/8/2019 12:12,1609
985,6/8/2019 12:24,1599
985,6/8/2019 12:30,1617
985,6/8/2019 12:31,1612
985,6/8/2019 12:35,1602
985,6/8/2019 12:44,1590
986,6/8/2019 13:25,1593
986,6/8/2019 13:26,1597
986,6/8/2019 13:34,1594
986,6/8/2019 13:45,1591
987,6/8/2019 14:34,1600
987,6/8/2019 14:42,1610
987,6/8/2019 15:36,1598
987,6/8/2019 15:44,1607
987,6/8/2019 15:54,1607
987,6/8/2019 15:56,1610
988,6/8/2019 15:18,1608
988,6/8/2019 16:04,1610
988,6/8/2019 16:05,1584
988,6/8/2019 16:12,1581
988,6/8/2019 16:26,1587
989,6/8/2019 16:49,1604
989,6/8/2019 17:14,1584
989,6/8/2019 17:26,1584
989,6/8/2019 17:27,1587
990,6/8/2019 17:35,1561
990,6/8/2019 17:49,1581
990,6/8/2019 17:53,1588
991,6/8/2019 18:17,1589
991,6/8/2019 18:27,1587
991,6/8/2019 18:30,1600
991,6/8/2019 18:31,1589
991,6/8/2019 18:31,1589
992,6/8/2019 18:39,1632
992,6/8/2019 18:40,1606
992,6/8/2019 18:50,1606
992,6/8/2019 19:03,1598
992,6/8/2019 19:05,1599
992,6/8/2019 19:07,1598
992,6/8/2019 19:07,1593
993,6/8/2019 19:28,1617
993,6/8/2019 19:39,1613
993,6/8/2019 19:54,1609
993,6/8/2019 20:08,1617
993,6/8/2019 20:20,1619
994,6/8/2019 20:29,1603
994,6/8/2019 20:37,1586
994,6/8/2019 20:51,1598
994,6/8/2019 21:01,1595
995,6/8/2019 21:21,1605
995,6/8/2019 21:33,1595
995,6/8/2019 21:40,1591
995,6/8/2019 21:48,1584
995,6/8/2019 21:52,1581
995,6/8/2019 21:55,1586
996,6/8/2019 22:10,1604
996,6/8/2019 22:10,1602
996,6/8/2019 22:22,1601
996,6/8/2019 22:33,1588
996,6/8/2019 22:36,1591
997,6/8/2019 22:44,1596
997,6/8/2019 22:56,1580
997,6/8/2019 23:01,1586
998,6/8/2019 23:18,1586
998,6/8/2019 23:18,1586
998,6/8/2019 23:18,1565
998,6/8/2019 23:27,1575
998,6/8/2019 23:32,1584
998,6/8/2019 23:34,1586
999,6/8/2019 23:51,1606
999,6/9/2019 0:11,1591
999,6/9/2019 0:20,1589
999,6/9/2019 0:24,1589
1000,6/9/2019 0:55,1615
1000,6/9/2019 1:03,1605
1000,6/9/2019 1:13,1589
1000,6/9/2019 1:17,1586
1000,6/9/2019 1:21,1588
1000,6/9/2019 1:24,1592
1001,6/9/2019 1:45,1593
1001,6/9/2019 1:53,1572
1001,6/9/2019 2:04,1564
1001,6/9/2019 2:10,1580
1001,6/9/2019 2:15,1597
1001,6/9/2019 2:19,1595
1001,6/9/2019 2:20,1592
1001,6/9/2019 2:23,1600
1001,6/9/2019 2:25,1600
1002,6/9/2019 2:47,1612
1002,6/9/2019 3:09,1608
1002,6/9/2019 3:19,1594
1002,6/9/2019 3:26,1585
1003,6/9/2019 3:50,1629
1003,6/9/2019 4:02,1615
1003,6/9/2019 4:10,1607
1003,6/9/2019 4:16,1598
1003,6/9/2019 4:22,1591
1004,6/9/2019 4:43,1621
1004,6/9/2019 5:02,1600
1004,6/9/2019 5:18,1584
1004,6/9/2019 5:24,1597
1004,6/9/2019 5:28,1600
1005,6/9/2019 5:58,1546
1005,6/9/2019 6:14,1573
1005,6/9/2019 6:22,1582
1005,6/9/2019 6:27,1597
1005,6/9/2019 6:27,1592
1005,6/9/2019 6:34,1587
1006,6/9/2019 7:02,1572
1006,6/9/2019 7:13,1576
1006,6/9/2019 7:20,1572
1006,6/9/2019 7:27,1587
1006,6/9/2019 7:33,1590
1007,6/9/2019 8:02,1608
1007,6/9/2019 8:10,1608
1007,6/9/2019 8:27,1603
1007,6/9/2019 8:44,1592
1007,6/9/2019 8:48,1598
1008,6/9/2019 9:01,1596
1008,6/9/2019 9:10,1590
1008,6/9/2019 9:18,1584
1008,6/9/2019 9:21,1577
1009,6/9/2019 9:37,1573
1009,6/9/2019 9:48,1569
1009,6/9/2019 9:52,1580
1010,6/9/2019 10:14,1575
1010,6/9/2019 10:26,1579
1010,6/9/2019 10:36,1573
1011,6/9/2019 11:33,1569
1011,6/9/2019 11:42,1569
1011,6/9/2019 11:48,1578
1011,6/9/2019 11:51,1570
1012,6/9/2019 12:45,1577
1012,6/9/2019 13:00,1582
1012,6/9/2019 13:05,1584
1013,6/9/2019 14:36,1597
1013,6/9/2019 14:55,1585
1013,6/9/2019 15:00,1576
1013,6/9/2019 15:05,1576
1013,6/9/2019 15:06,1575
1014,6/9/2019 15:19,1576
1014,6/9/2019 15:33,1576
1014,6/9/2019 15:40,1574
1014,6/9/2019 15:42,1579
1014,6/9/2019 15:51,1588
1014,6/9/2019 16:03,1597
1014,6/9/2019 16:05,1598
1014,6/9/2019 16:06,1600
1015,6/9/2019 16:17,1596
1015,6/9/2019 16:29,1598
1015,6/9/2019 16:35,1595
1016,6/9/2019 16:53,1603
1016,6/9/2019 17:01,1619
1016,6/9/2019 17:14,1620
1016,6/9/2019 17:19,1618
1017,6/9/2019 17:37,1552
1017,6/9/2019 17:49,1587
1017,6/9/2019 17:53,1597
1017,6/9/2019 17:55,1597
1018,6/9/2019 18:07,1561
1018,6/9/2019 18:18,1589
1018,6/9/2019 18:20,1589
1019,6/9/2019 18:44,1547
1019,6/9/2019 18:58,1582
1019,6/9/2019 19:03,1600
1020,6/9/2019 19:18,1569
1020,6/9/2019 19:28,1575
1020,6/9/2019 19:35,1576
1020,6/9/2019 19:40,1581
1021,6/9/2019 19:55,1559
1021,6/9/2019 20:15,1559
1021,6/9/2019 20:15,1559
1021,6/9/2019 20:17,1571
1021,6/9/2019 20:30,1568
1021,6/9/2019 20:33,1568
1021,6/9/2019 20:33,1572
1022,6/9/2019 20:47,1603
1022,6/9/2019 21:00,1599
1022,6/9/2019 21:25,1586
1022,6/9/2019 21:37,1585
1022,6/9/2019 21:39,1592
1023,6/9/2019 21:50,1559
1023,6/9/2019 22:07,1571
1023,6/9/2019 22:20,1573
1023,6/9/2019 22:24,1580
1024,6/9/2019 22:38,1557
1024,6/9/2019 22:53,1591
1024,6/9/2019 23:00,1608
1025,6/9/2019 23:17,1589
1025,6/9/2019 23:26,1584
1025,6/9/2019 23:36,1571
1025,6/9/2019 23:40,1579
1026,6/9/2019 23:58,1573
1026,6/10/2019 0:15,1579
1026,6/10/2019 0:21,1579
1026,6/10/2019 0:21,1579
1026,6/10/2019 0:21,1589
1027,6/10/2019 0:53,1593
1027,6/10/2019 1:08,1583
1027,6/10/2019 1:11,1577
1027,6/10/2019 1:13,1582
1027,6/10/2019 1:20,1575
1028,6/10/2019 1:48,1575
1028,6/10/2019 1:48,1574
1028,6/10/2019 2:04,1561
1028,6/10/2019 2:15,1581
1028,6/10/2019 2:18,1582
1028,6/10/2019 2:21,1593
1028,6/10/2019 2:22,1585
1029,6/10/2019 3:51,1598
1029,6/10/2019 4:08,1601
1029,6/10/2019 4:20,1623
1029,6/10/2019 4:32,1613
1029,6/10/2019 4:36,1620
1030,6/10/2019 4:50,1564
1030,6/10/2019 5:15,1587
1030,6/10/2019 5:24,1578
1030,6/10/2019 5:27,1582
1030,6/10/2019 5:30,1582
1031,6/10/2019 5:50,1584
1031,6/10/2019 6:03,1594
1031,6/10/2019 6:07,1597
1031,6/10/2019 6:09,1598
1031,6/10/2019 6:09,1601
1032,6/10/2019 6:25,1601
1032,6/10/2019 6:26,1540
1032,6/10/2019 6:35,1553
1032,6/10/2019 6:43,1559
1032,6/10/2019 6:46,1564
1032,6/10/2019 6:50,1577
1033,6/10/2019 7:03,1609
1033,6/10/2019 7:09,1609
1033,6/10/2019 7:17,1601
1033,6/10/2019 7:21,1595
1033,6/10/2019 7:27,1595
1033,6/10/2019 7:27,1595
1033,6/10/2019 7:27,1598
1033,6/10/2019 7:30,1592
1033,6/10/2019 7:32,1592
1034,6/10/2019 7:57,1607
1034,6/10/2019 8:15,1592
1034,6/10/2019 8:29,1594
1034,6/10/2019 8:32,1595
1035,6/10/2019 8:44,1598
1035,6/10/2019 8:56,1589
1035,6/10/2019 9:01,1596
1036,6/10/2019 9:12,1575
1036,6/10/2019 9:22,1574
1036,6/10/2019 9:31,1592
1036,6/10/2019 9:36,1595
1037,6/10/2019 9:47,1600
1037,6/10/2019 9:58,1586
1037,6/10/2019 10:04,1596
1038,6/10/2019 10:18,1583
1038,6/10/2019 10:31,1588
1038,6/10/2019 10:36,1594
1039,6/10/2019 10:48,1545
1039,6/10/2019 11:02,1570
1039,6/10/2019 11:08,1593
1039,6/10/2019 11:10,1593
1040,6/10/2019 11:18,1556
1040,6/10/2019 11:20,1557
1040,6/10/2019 11:30,1567
1040,6/10/2019 11:35,1589
1040,6/10/2019 11:39,1597
1041,6/10/2019 11:58,1554
1041,6/10/2019 12:14,1567
1041,6/10/2019 12:25,1603
1041,6/10/2019 12:38,1601
1041,6/10/2019 12:50,1608
1041,6/10/2019 12:54,1616
1042,6/10/2019 13:01,1559
1042,6/10/2019 13:10,1571
1042,6/10/2019 13:15,1590
1042,6/10/2019 13:30,1585
1042,6/10/2019 13:33,1587
1043,6/10/2019 13:43,1555
1043,6/10/2019 13:56,1574
1043,6/10/2019 14:09,1593
1043,6/10/2019 14:11,1593
1043,6/10/2019 14:12,1592
1044,6/10/2019 14:19,1587
1044,6/10/2019 14:20,1587
1044,6/10/2019 14:28,1558
1044,6/10/2019 14:34,1577
1044,6/10/2019 14:44,1591
1045,6/10/2019 15:48,1572
1045,6/10/2019 16:02,1609
1045,6/10/2019 16:04,1591
1045,6/10/2019 16:08,1591
1045,6/10/2019 16:08,1594
1046,6/10/2019 16:23,1609
1046,6/10/2019 16:35,1604
1046,6/10/2019 16:46,1599
1046,6/10/2019 17:00,1592
1046,6/10/2019 17:03,1595
1047,6/10/2019 17:27,1596
1047,6/10/2019 17:33,1612
1047,6/10/2019 17:34,1610
1047,6/10/2019 17:42,1617
1048,6/10/2019 18:31,1621
1048,6/10/2019 18:37,1613
1048,6/10/2019 18:46,1604
1048,6/10/2019 18:57,1594
1048,6/10/2019 19:02,1589
1049,6/10/2019 19:16,1594
1049,6/10/2019 19:33,1598
1049,6/10/2019 19:48,1586
1049,6/10/2019 19:58,1590
1050,6/10/2019 20:23,1577
1050,6/10/2019 20:36,1598
1050,6/10/2019 20:56,1584
1050,6/10/2019 21:05,1608
1051,6/10/2019 21:25,1554
1051,6/10/2019 21:38,1594
1051,6/10/2019 21:55,1585
1051,6/10/2019 22:01,1605
1051,6/10/2019 22:06,1637
1051,6/10/2019 22:06,1620
1051,6/10/2019 22:09,1623
1051,6/10/2019 22:10,1624
1051,6/10/2019 22:10,1624
1051,6/10/2019 22:11,1623
1051,6/10/2019 22:12,1630
1051,6/10/2019 22:12,1630
1051,6/10/2019 22:13,1621
1052,6/10/2019 21:53,1590
1052,6/10/2019 22:05,1612
1052,6/10/2019 22:11,1614
1052,6/10/2019 22:20,1612
1052,6/10/2019 22:23,1618
1053,6/10/2019 22:31,1568
1053,6/10/2019 22:44,1580
1053,6/10/2019 22:50,1599
1053,6/10/2019 22:53,1592
1054,6/10/2019 23:09,1605
1054,6/10/2019 23:19,1601
1054,6/10/2019 23:23,1597
1054,6/10/2019 23:31,1597
1054,6/10/2019 23:31,1597
1054,6/10/2019 23:32,1591
1055,6/10/2019 23:41,1591
1055,6/10/2019 23:41,1591
1055,6/10/2019 23:42,1575
1055,6/10/2019 23:51,1575
1055,6/10/2019 23:51,1584
1055,6/10/2019 23:54,1587
1056,6/11/2019 0:07,1582
1056,6/11/2019 0:14,1591
1056,6/11/2019 0:22,1596
1056,6/11/2019 0:32,1589
1057,6/11/2019 0:48,1589
1057,6/11/2019 0:49,1600
1057,6/11/2019 1:07,1582
1057,6/11/2019 1:16,1591
1057,6/11/2019 1:21,1605
1058,6/11/2019 1:40,1579
1058,6/11/2019 2:00,1561
1058,6/11/2019 2:16,1588
1058,6/11/2019 2:20,1594
1058,6/11/2019 2:21,1592
1059,6/11/2019 3:04,1576
1059,6/11/2019 3:19,1592
1059,6/11/2019 3:25,1592
1060,6/11/2019 4:03,1611
1060,6/11/2019 4:16,1602
1060,6/11/2019 4:21,1594
1060,6/11/2019 4:25,1587
1060,6/11/2019 4:31,1587
1061,6/11/2019 6:01,1574
1061,6/11/2019 6:20,1576
1061,6/11/2019 6:40,1618
1061,6/11/2019 6:44,1609
1061,6/11/2019 6:48,1617
1062,6/11/2019 7:01,1581
1062,6/11/2019 7:05,1584
1062,6/11/2019 7:09,1587
1062,6/11/2019 7:14,1588
1063,6/11/2019 7:27,1561
1063,6/11/2019 7:45,1578
1063,6/11/2019 7:49,1588
1064,6/11/2019 7:58,1588
1064,6/11/2019 8:20,1571
1064,6/11/2019 8:33,1597
1064,6/11/2019 8:38,1593
1065,6/11/2019 8:53,1565
1065,6/11/2019 9:07,1570
1065,6/11/2019 9:28,1585
1065,6/11/2019 9:35,1594
1065,6/11/2019 9:40,1599
1065,6/11/2019 9:42,1599
1066,6/11/2019 11:31,1601
1066,6/11/2019 11:32,1598
1066,6/11/2019 11:45,1590
1066,6/11/2019 11:56,1588
1066,6/11/2019 12:10,1584
1066,6/11/2019 12:16,1587
1066,6/11/2019 12:19,1596
1066,6/11/2019 12:20,1592
1067,6/11/2019 12:33,1606
1067,6/11/2019 12:42,1606
1067,6/11/2019 12:47,1600
1067,6/11/2019 13:02,1589
1067,6/11/2019 13:04,1589
1068,6/11/2019 13:33,1552
1068,6/11/2019 13:41,1563
1068,6/11/2019 13:48,1583
1068,6/11/2019 13:52,1589
1069,6/11/2019 14:01,1580
1069,6/11/2019 14:12,1571
1069,6/11/2019 14:17,1579
1069,6/11/2019 14:23,1591
1069,6/11/2019 14:24,1591
1070,6/11/2019 14:42,1584
1070,6/11/2019 14:52,1591
1070,6/11/2019 14:57,1593
1070,6/11/2019 14:59,1592
1070,6/11/2019 15:02,1588
1071,6/11/2019 15:14,1583
1071,6/11/2019 15:23,1584
1071,6/11/2019 15:30,1589
1072,6/11/2019 15:43,1571
1072,6/11/2019 15:56,1615
1072,6/11/2019 16:03,1623
1072,6/11/2019 16:04,1621
1073,6/11/2019 16:24,1576
1073,6/11/2019 16:34,1606
1073,6/11/2019 16:38,1600
1074,6/11/2019 16:48,1582
1074,6/11/2019 17:00,1597
1074,6/11/2019 17:08,1599
1075,6/11/2019 17:25,1601
1075,6/11/2019 17:39,1596
1075,6/11/2019 17:43,1587
1075,6/11/2019 17:44,1589
1076,6/11/2019 18:15,1623
1076,6/11/2019 18:22,1616
1076,6/11/2019 18:32,1611
1076,6/11/2019 18:33,1602
1077,6/11/2019 18:48,1597
1077,6/11/2019 18:55,1585
1077,6/11/2019 19:07,1580
1077,6/11/2019 19:14,1594
1078,6/11/2019 19:26,1618
1078,6/11/2019 19:33,1601
1078,6/11/2019 19:44,1601
1078,6/11/2019 19:45,1601
1078,6/11/2019 19:45,1601
1078,6/11/2019 19:45,1601
1078,6/11/2019 19:46,1601
1078,6/11/2019 19:47,1601
1078,6/11/2019 19:48,1601
1078,6/11/2019 19:48,1601
1078,6/11/2019 19:49,1586
1078,6/11/2019 19:55,1594
1079,6/11/2019 20:55,1580
1079,6/11/2019 21:03,1587
1079,6/11/2019 21:14,1592
1079,6/11/2019 21:20,1595
1079,6/11/2019 21:25,1590
1079,6/11/2019 21:30,1598
1080,6/11/2019 21:41,1579
1080,6/11/2019 21:53,1590
1080,6/11/2019 21:59,1601
1081,6/11/2019 22:25,1618
1081,6/11/2019 22:35,1611
1081,6/11/2019 22:53,1599
1081,6/11/2019 23:03,1598
1082,6/11/2019 23:35,1621
1082,6/11/2019 23:47,1600
1082,6/12/2019 0:00,1628
1082,6/12/2019 0:05,1627
1082,6/12/2019 0:09,1631
1083,6/12/2019 0:26,1600
1083,6/12/2019 0:42,1583
1083,6/12/2019 0:48,1591
1083,6/12/2019 0:55,1594
1083,6/12/2019 1:04,1594
1084,6/12/2019 1:22,1596
1084,6/12/2019 1:36,1593
1084,6/12/2019 1:42,1600
1084,6/12/2019 1:44,1600
1084,6/12/2019 1:44,1599
1084,6/12/2019 1:50,1596
1085,6/12/2019 2:17,1622
1085,6/12/2019 2:29,1595
1086,6/12/2019 2:46,1603
1086,6/12/2019 2:51,1595
1086,6/12/2019 3:03,1595
1086,6/12/2019 3:07,1595
1086,6/12/2019 3:10,1597
1087,6/12/2019 3:28,1565
1087,6/12/2019 3:40,1590
1087,6/12/2019 3:45,1591
1087,6/12/2019 3:46,1589
1087,6/12/2019 3:51,1610
1087,6/12/2019 3:55,1597
1087,6/12/2019 3:56,1598
1087,6/12/2019 3:59,1604
1088,6/12/2019 4:14,1593
1088,6/12/2019 4:23,1583
1088,6/12/2019 4:34,1595
1088,6/12/2019 4:40,1609
1088,6/12/2019 4:44,1624
1088,6/12/2019 4:45,1622
1088,6/12/2019 4:46,1618
1089,6/12/2019 5:00,1569
1089,6/12/2019 5:08,1575
1089,6/12/2019 5:16,1599
1090,6/12/2019 5:34,1600
1090,6/12/2019 5:39,1586
1090,6/12/2019 5:55,1608
1091,6/12/2019 6:14,1595
1091,6/12/2019 6:24,1599
1091,6/12/2019 6:30,1603
1092,6/12/2019 6:48,1619
1092,6/12/2019 6:55,1592
1092,6/12/2019 7:04,1608
1092,6/12/2019 7:12,1592
1092,6/12/2019 7:15,1596
1092,6/12/2019 7:19,1607
1093,6/12/2019 8:02,1575
1093,6/12/2019 8:22,1572
1093,6/12/2019 8:37,1575
1093,6/12/2019 8:42,1580
1093,6/12/2019 8:43,1579
1093,6/12/2019 8:46,1587
1094,6/12/2019 9:01,1580
1094,6/12/2019 9:13,1587
1094,6/12/2019 9:35,1597
1094,6/12/2019 9:49,1605
1094,6/12/2019 9:55,1605
1094,6/12/2019 9:55,1608
1095,6/12/2019 10:08,1586
1095,6/12/2019 10:20,1583
1095,6/12/2019 10:26,1580
1095,6/12/2019 10:30,1581
1095,6/12/2019 10:30,1582
1096,6/12/2019 10:45,1564
1096,6/12/2019 10:59,1571
1096,6/12/2019 11:09,1579
1096,6/12/2019 11:14,1583
1097,6/12/2019 11:24,1565
1097,6/12/2019 11:42,1569
1097,6/12/2019 11:51,1568
1097,6/12/2019 11:56,1575
1098,6/12/2019 12:09,1567
1098,6/12/2019 12:22,1562
1098,6/12/2019 12:28,1579
1098,6/12/2019 12:30,1579
1099,6/12/2019 12:37,1587
1099,6/12/2019 12:48,1584
1099,6/12/2019 12:58,1581
1099,6/12/2019 13:10,1583
1099,6/12/2019 13:12,1579
1100,6/12/2019 13:27,1562
1100,6/12/2019 13:36,1573
1100,6/12/2019 13:48,1574
1100,6/12/2019 13:52,1574
1100,6/12/2019 13:52,1575
1100,6/12/2019 13:55,1575
1101,6/12/2019 14:02,1590
1101,6/12/2019 14:14,1594
1101,6/12/2019 14:22,1600
1101,6/12/2019 14:25,1603
1101,6/12/2019 14:27,1603
1102,6/12/2019 15:04,1632
1102,6/12/2019 15:13,1641
